name,benefits
"Cursed","Ability Score Increase: +1 Charisma and one other ability score. | Accursed: Whenever you fail at a Deception or Persuasion check, your curse manifests in a
manner that you work out with your Narrator ahead of time. The failed check is
ignored, and you immediately roll an Intimidation check with which you have
expertise, taking the new roll. However, even a successful Intimidation check
does not necessarily produce the result you originally intended, as the
creatures around you may recoil in fear and distrust. At the Narrator’s
discretion, you may keep the expertise die to Intimidation until the end of the
scene. | Adventures and Advancement: The entity responsible for your curse may press you to complete specific tasks,
such as transporting a mysterious item, defeating a hated enemy, or stealing
important documents. Work with your Narrator to determine how your curse is
leveraged in these situations. After you complete several such tasks, your
infamy grows. You are known by all people within 100 miles of your Prestige
Center, many of whom hold you in fearful respect. You and your companions are
given a moderate lifestyle in settlements within this area by those who dare not
risk your curse. | Connection and Memento: Roll 1d10, choose, or make up your own.


CURSED CONNECTIONS

 1.  Your parent who made the deal and left you cursed for their own ends.
 2.  A cultist devoted to the entity that cursed you and who reveres you as
     well.
 3.  Your childhood romantic interest, ultimately marked in some way by your
     curse.
 4.  A childhood friend who pulled away from you when they realized you were
     cursed.
 5.  The entity that cursed you.
 6.  A priest or sage who tried—and failed—to break your curse years ago.
 7.  The kindly family that took you in out of pity.
 8.  The law enforcers who see you as a dangerous troublemaker.
 9.  Another accursed individual with whom you sometimes commiserate.
 10. A scholar or researcher obsessed with the entity that cursed you.


CURSED MEMENTO

 1.  A locket or ring once owned by someone who was killed when your curse first
     manifested.
 2.  A childhood toy, well worn, which has always been soothing.
 3.  A torn piece of parchment which may lead you to the person who can break
     your curse.
 4.  A weapon or piece of ammunition set aside for the entity that cursed you.
 5.  A unique scar, discoloration, or other mark on your body which shows your
     curse.
 6.  Nightmares brought on by the curse which often wake you, screaming.
 7.  A charm meant to keep your curse contained. You haven’t noticed an effect.
 8.  An artistic rendering of the entity that cursed you
 9.  A flask once given to you as well-meaning consolation.
 10. A small knife you used as a child to protect yourself, because no one else
     would. | Languages: Two of your choice. | Skill Proficiencies: Perception, and either Arcana, Nature, or Religion based on the source of your
curse. | Suggested Equipment: 4 days of rations, one person tent, traveler’s clothes"
"Haunted","Ability Score Increase: +1 Wisdom and one other ability score of your choice. | Adventures and Advancement: Whether you seek to violently banish the restless dead or help them to
peacefully pass on, you will gain a reputation as a spirit-speaker. Common folk
and nobility alike are likely to approach you for advice and aid with everything
from hereditary curses to irritable poltergeists to speaking with a dead
relative about a lost treasure. After you have solved several such problems,
you’ve become known to those who deal in certain kinds of esoteric knowledge and
gain access to their private libraries. These vast personal collections contain
esoteric mysteries, such as those answerable with a DC 25 Arcana, History, or
Religion check. While using such a library your host will provide you and your
companions a moderate or rich lifestyle, depending on their means and how
impressed they are by your exploits. | Connection and Memento: Roll 1d10, choose, or make up your own.


HAUNTED CONNECTIONS

 1.  A descendant of your spirit who blames them for current misfortunes.
 2.  Another haunted individual who came to you seeking help with their spirit
     in a time of crisis.
 3.  The murderer who killed your spirit.
 4.  A ghost who has consulted your spirit during a time of need.
 5.  The bereaved spouse your spirit left behind who will do nearly anything to
     speak with their lost love.
 6.  Your spirit, a childhood friend or a romantic partner before tragedy
     struck.
 7.  Your spirits, a gaggle of bickering ancestors trying to use you to right a
     terrible wrong.
 8.  A relative of your spirit who killed them in order to inherit a fortune.
 9.  Your spirit, a hateful enemy of your family who is bound to you through a
     quirk of misfortune.
 10. Your spirit, who haunts their own body after you stole it and took up
     residence.


HAUNTED MEMENTO

 1.  A personal item (jewelry, tools, weapon, ect) once owned by your spirit.
     You can’t seem to get rid of it.
 2.  A locket containing the image of the one who haunts you.
 3.  The scent of your spirit’s favored cologne or perfume that clings to you.
 4.  A small pouch of soil taken from your spirit’s grave.
 5.  A letter of introduction penned by your spirit, giving you their blessing.
 6.  Journals of your spirit’s life.
 7.  An innocuous nonmagical item that your spirit tells you is of dire
     importance.
 8.  The manacles that shackled your spirit before their death.
 9.  A cryptic note written by your spirit who has no memory of its existence.
 10. The signet ring of your spirit, who you claim as your parent or ancestor. | Languages: Two of your choice, one of which is the spirit’s native language. | Silent Aid: Being in tune with your spirit allows them to point out something you might have
missed, if only for their own purposes. You gain a +2 to your choice of your
passive Perception, Investigation, or Insight score, depending on your spirit’s
skills. If you banish, free, or otherwise lose your spirit, consult with the
Narrator to choose an appropriate feature from another background.
Alternatively, the Narrator may rule that you’ve become a beacon for the
supernatural and another spirit has taken up haunting you. | Skill Proficiencies: Religion, and any one skill of your choice that the spirit has imparted to you. | Suggested Equipment: 2 days worth of rations, bell, 5 candles, ink, ink pen, 10 sheets of paper, 5
pieces of chalk, traveler’s clothes"
"Acolyte","Equipment: A holy symbol (a gift to you when you entered the priesthood), a prayer book or
prayer wheel, 5 sticks of incense, vestments, a set of common clothes, and a
pouch containing 15 gp | Languages: Two of your choice | Shelter of the Faithful: As an acolyte, you command the respect of those who share your faith, and you
can perform the religious ceremonies of your deity. You and your adventuring
companions can expect to receive free healing and care at a temple, shrine, or
other established presence of your faith, though you must provide any material
components needed for spells. Those who share your religion will support you
(but only you) at a modest lifestyle.

You might also have ties to a specific temple dedicated to your chosen deity or
pantheon, and you have a residence there. This could be the temple where you
used to serve, if you remain on good terms with it, or a temple where you have
found a new home. While near your temple, you can call upon the priests for
assistance, provided the assistance you ask for is not hazardous and you remain
in good standing with your temple. | Skill Proficiencies: Insight, Religion | Suggested Characteristics: Acolytes are shaped by their experience in temples or other religious
communities. Their study of the history and tenets of their faith and their
relationships to temples, shrines, or hierarchies affect their mannerisms and
ideals. Their flaws might be some hidden hypocrisy or heretical idea, or an
ideal or bond taken to an extreme.

d8 Personality Trait 1 I idolize a particular hero of my faith, and constantly
refer to that person's deeds and example. 2 I can find common ground between the
fiercest enemies, empathizing with them and always working toward peace. 3 I see
omens in every event and action. The gods try to speak to us, we just need to
listen 4 Nothing can shake my optimistic attitude. 5 I quote (or misquote)
sacred texts and proverbs in almost every situation. 6 I am tolerant (or
intolerant) of other faiths and respect (or condemn) the worship of other gods.
7 I've enjoyed fine food, drink, and high society among my temple's elite. Rough
living grates on me. 8 I've spent so long in the temple that I have little
practical experience dealing with people in the outside world.

d6 Ideal 1 Tradition. The ancient traditions of worship and sacrifice must be
preserved and upheld. (Lawful) 2 Charity. I always try to help those in need, no
matter what the personal cost. (Good) 3 Change. We must help bring about the
changes the gods are constantly working in the world. (Chaotic) 4 Power. I hope
to one day rise to the top of my faith's religious hierarchy. (Lawful) 5 Faith.
I trust that my deity will guide my actions. I have faith that if I work hard,
things will go well. (Lawful) 6 Aspiration. I seek to prove myself worthy of my
god's favor by matching my actions against his or her teachings. (Any)

d6 Bond 1 I would die to recover an ancient relic of my faith that was lost long
ago. 2 I will someday get revenge on the corrupt temple hierarchy who branded me
a heretic. 3 I owe my life to the priest who took me in when my parents died. 4
Everything I do is for the common people. 5 I will do anything to protect the
temple where I served. 6 I seek to preserve a sacred text that my enemies
consider heretical and seek to destroy.

d6 Flaw 1 I judge others harshly, and myself even more severely. 2 I put too
much trust in those who wield power within my temple's hierarchy. 3 My piety
sometimes leads me to blindly trust those that profess faith in my god. 4 I am
inflexible in my thinking. 5 I am suspicious of strangers and expect the worst
of them. 6 Once I pick a goal, I become obsessed with it to the detriment of
everything else in my life."
"Crime Syndicate Member","A Favor In Turn: You have gained enough clout within the syndicate that you can call in a favor
from your contacts, should you be close enough to a center of syndicate
activity. A request for a favor can be no longer than 20 words, and is passed up
the chain to an undisclosed syndicate boss for approval. This favor can take a
shape up to the DM’s discretion depending on the request, with varying speeds of
fulfillment: If muscle is requested, an NPC syndicate minion can temporarily aid
the party. If money is needed, a small loan can be provided. If you’ve been
imprisoned, they can look into breaking you free, or paying off the jailer. The
turn comes when a favor is asked to be repaid. The favor debt can be called in
without warning, and many times with intended immediacy. Perhaps the player is
called to commit a specific burglary without the option to decline. Maybe they
must press a dignitary for a specific secret at an upcoming ball. The syndicate
could even request a hit on an NPC, no questions asked or answered. The DM is to
provide a debt call proportionate to the favor fulfilled. If a favor is not
repaid within a reasonable period of time, membership to the crime syndicate can
be revoked, and if the debt is large enough, the player may become the next hit
contract to make the rounds. | Equipment: A set of dark common clothes including a hood, a set of tools to match your
choice of tool proficiency, and a belt pouch containing 10g. | Languages: Thieves’ Cant | Skill Proficiencies: Deception, plus your choice of one between Sleight of Hand or Stealth. | Suggested Characteristics: Use the tables for the Criminal background in the PHB as the basis for your
traits and motivations, modifying the entries when appropriate to suit your
identity as a member of a crime syndicate. Your bond is likely associated with
your fellow syndicate members or the individual who introduced you to the
organization. Your ideal probably involves establishing your importance and
indispensability within the syndicate. You joined to improve your livelihood and
sense of purpose. | Tool Proficiencies: Your choice of one from Thieves’ Tools, Forgery Kit, or Disguise Kit."
"Elemental Warden","Elemental Harmony: Your upbringing surrounded by such strong, wild elemental magics has attuned
your senses to the very nature of their chaotic forces, enabling you to subtly
bend them to your will in small amounts. You learn the Prestidigitation Cantrip,
but can only produce the extremely minor effects below that involve the element
of your chosen elemental tribe:

 * You create an instantaneous puff of wind strong enough to blow papers off a
   desk, or mess up someone’s hair (Wind).
 * You instantaneously create and control a burst of flame small enough to light
   or snuff out a candle, a torch, or a small campfire. (Fire).
 * You instantaneously create a small rock within your hand, no larger than a
   gold coin, that turns to dust after a minute (Earth).
 * You instantaneously create enough hot or cold water to fill a small glass
   (Water). | Equipment: A staff, hunting gear (a shortbow with 20 arrows, or a hunting trap), a set of
traveler’s clothes, a belt pouch containing 10 gp. | Languages: One of your choice. | Skill Proficiencies: Nature, plus your choice of one between Arcana or Survival. | Suggested Characteristics: Use the tables for the Outlander background in the Player’s Handbook as the
basis for your traits and motivations, modifying the entries when appropriate to
match your ties to your upbringing. Your bond is likely associated with those
you respect whom you grew up around. Your ideal probably involves your wanting
to understand your place in the world, not just the tribe, and whether you feel
your destiny reaches beyond just watching the rift. | Tool Proficiencies: Herbalism Kit"
"Fate-Touched","Fortune’s Grace: Your fate-touched essence occasionally leads surrounding events to shift in your
favor. You gain 1 Luck point, as per the Lucky feat outlined within the Player’s
Handbook pg 167. This luck point is used in the same fashion as the feat, and
you regain this expended luck point when you finish a long rest. If you already
have the Lucky feat, you add this luck point to your total for the feat."
"Lyceum Student","Equipment: A set of fine clothes, a lyceum student uniform, a writing kit (small pouch with
a quill, ink, folded parchment, and a small penknife), and a belt pouch
containing 10g. | Languages: Two of your choice | Skill Proficiencies: Your choice of two from among Arcana, History, and Persuasion. | Student Privilege: You’ve cleared enough lessons, and gained an ally or two on staff, to have
access to certain chambers within the lyceum (and some other allied
universities) that outsiders would not. This allows use of any Tool Kit, so long
as the Tool Kit is used on the grounds of the lyceum and is not removed from its
respective chamber (each tool kit is magically marked and will sound an alarm if
removed). More dangerous kits and advanced crafts (such as use of a Poisoner’s
Kit, or the enchanting of a magical item) might require staff supervision. You
may also have access to free crafting materials and enchanting tables, so long
as they are relatively inexpensive, or your argument for them is convincing (up
to the staff’s approval and DM’s discretion). | Suggested Characteristics: Use the tables for the Sage background in the Player’s Handbook as the basis for
your traits and motivations, modifying the entries when appropriate to match
your pursuits at the lyceum. Your bond is likely associated with your goals as a
student, and eventually a graduate. Your ideal probably involves your hopes in
using the knowledge you gain at the lyceum, and your travels as an adventurer,
to tailor the world to your liking."
"Recovered Cultist","Equipment: Vestments and a holy symbol of your previous cult, a set of common clothes, a
belt pouch containing 15 gp. | Languages: One of your choice. | Skill Proficiencies: Religion and Deception. | Suggested Characteristics: Use the tables for the Acolyte background in the Player’s Handbook as the basis
for your traits and motivations, modifying the entries when appropriate to match
your ties to your intent on fleeing your past and rectifying your future. Your
bond is likely associated with those who gave you the insight and strength to
flee your old ways. Your ideal probably involves your wishing to take down and
destroy those who promote the dark ways you escaped, and perhaps finding new
faith in a forgiving god. | Wicked Awareness: Your time worshipping in secrecy and shadow at the altar of malevolent forces
has left you with insight and keen awareness to those who still operate in such
ways. You can often spot hidden signs, messages, and signals left in populated
places. If actively seeking signs of a cult or dark following, you have an
easier time locating and decoding the signs or social interactions that signify
cult activity, gaining advantage on any ability checks to discover such details."
"Court Servant","Equipment: A set of artisan's tools of your choice, a unique piece of jewelry, a set of
fine clothes, a handcrafted pipe, and a belt pouch containing 20 gp | Languages: One of your choice | Servant's Invisibility: The art of excellent service requires a balance struck between being always
available and yet unobtrusive, and you've mastered it. If you don't perform a
visible action, speak or be spoken to, or otherwise have attention drawn to you
for at least 1 minute, creatures nearby have trouble remembering you are even in
the room. Until you speak, perform a visible action, or have someone draw
attention to you, creatures must succeed on a Wisdom (Perception) check (DC
equal to 8 + your Charisma modifier + your proficiency bonus) to notice you.
Otherwise, they conduct themselves as though you aren't present until either
attention is drawn to you or one of their actions would take them into or within
5 feet of the space you occupy. | Skill Proficiencies: History, Insight | Suggested Characteristics: Court servants tend to be outwardly quiet and soft-spoken, but their insight
into the nuances of conversation and societal happenings is unparalleled. When
in crowds or around strangers, most court servants keep to themselves, quietly
observing their surroundings and later sharing such observations with those they
trust.

d8 Personality Trait 1 Unless I must speak, I hold my breath while serving
others. 2 It takes all my effort not to show the effusive emotions I feel when I
help others. Best to quietly serve. 3 It's getting harder to tolerate the
prejudices of those I serve daily. 4 Though the old ways are hard to give up, I
want to be my own boss. I'll decide my path. 5 Serving my family and friends is
the only thing I truly care about. 6 City life is killing my soul. I long for
the old courtly ways. 7 It's time for my fellows to wake up and be taken
advantage of no longer. 8 It's the small things that make it all worthwhile. I
try to be present in every moment.

d6 Ideal 1 Family. My family, whether the one I come from or the one I make, is
the thing in this world most worth protecting. (Any) 2 Service. I am most
rewarded when I know I have performed a valuable service for another. (Good) 3
Sloth. What's the point of helping anyone now that I've been discarded?
(Chaotic) 4 Compassion. I can't resist helping anyone in need. (Good) 5
Tradition. Life under my master's rule was best, and things should be kept as
close to their ideals as possible. (Lawful) 6 Joy. The pursuit of happiness is
the only thing worth serving anymore. (Neutral)

d6 Bond 1 My family needs me to provide for them. They mean everything to me,
which means I'll do whatever it takes. 2 My kin have served this holding and its
lords and ladies for generations. I serve them faithfully to make my lineage
proud. 3 I can't read the inscriptions on this odd ring, but it's all I have
left of my family and our history of loyal service. 4 I'm with the best friends
a person can ask for, so why do I feel so lonesome and homesick? 5 I've found a
profession where my skills are put to good use, and I won't let anyone bring me
down. 6 I found peace in a special garden filled with beautiful life, but I only
have this flower to remind me. Someday I'll remember where to find that garden.

d6 Flaw 1 2 I'm afraid of taking risks that might be good for me. 3 I believe my
master's people are superior to all others, and I'm not afraid to share that
truth. 4 I always do as I'm told, even though sometimes I don't think I should.
5 I know what's best for everyone, and they'd all be better off if they'd follow
my advice. 6 I can't stand seeing ugly or depressing things. I'd much rather
think happy thoughts. | Tool Proficiencies: One artisan's tools set of your choice"
"Desert Runner","Equipment: Traveler's clothes, herbalist kit, waterskin, pouch with 10 gp | Languages: One of your choice | Nomad: Living in the open desert has allowed your body to adapt to a range of
environmental conditions. You can survive on 1 gallon of water in hot conditions
(or 1/2 gallon in normal conditions) without being forced to make Constitution
saving throws, and you are considered naturally adapted to hot climates. While
in a desert, you can read the environment to predict natural weather patterns
and temperatures for the next 24 hours, allowing you to cross dangerous terrain
at the best times. The accuracy of your predictions is up to the GM, but they
should be reliable unless affected by magic or unforeseeable events, such as
distant earthquakes or volcanic eruptions. | Skill Proficiencies: Perception, Survival | Suggested Characteristics: Those raised in the desert can be the friendliest of humanoids—knowing allies
are better than enemies in that harsh environment—or territorial and warlike,
believing that protecting food and water sources by force is the only way to
survive.

d8 Personality Trait 1 I'm much happier sleeping under the stars than in a bed
in a stuffy caravanserai. 2 It's always best to help a traveler in need; one day
it might be you. 3 I am slow to trust strangers, but I'm extremely loyal to my
friends. 4 If there's a camel race, I'm the first to saddle up! 5 I always have
a tale or poem to share at the campfire. 6 I don't like sleeping in the same
place more than two nights in a row. 7 I've been troubled by dreams for the last
month. I am determined to uncover their meaning. 8 I feel lonelier in a crowded
city than I do out on the empty desert sands.

d6 Ideal 1 Greater Good. The needs of the whole tribe outweigh those of the
individuals who are part of it. (Good) 2 Nature. I must do what I can to protect
the beautiful wilderness from those who would do it harm. (Neutral) 3 Tradition.
I am duty-bound to follow my tribe's age-old route through the desert. (Lawful)
4 Change. Things seldom stay the same and we must always be prepared to go with
the flow. (Chaotic) 5 Honor. If I behave dishonorably, my actions will bring
shame upon the entire tribe. (Lawful) 6 Greed. Seize what you want if no one
gives it to you freely. (Evil)

d6 Bond 1 I am the last living member of my tribe, and I cannot let their deaths
go unavenged. 2 I follow the spiritual path of my tribe; it will bring me to the
best afterlife when the time comes. 3 My best friend has been sold into slavery
to devils, and I need to rescue them before it is too late. 4 A nature spirit
saved my life when I was dying of thirst in the desert. 5 My takoba sword is my
most prized possession; for over two centuries, it's been handed down from
generation to generation. 6 I have sworn revenge on the sheikh who unjustly
banished me from the tribe.

d6 Flaw 1 I enjoy the company of camels more than people. 2 I can be loud and
boorish after a few wineskins. 3 If I feel insulted, I'll refuse to speak to
anyone for several hours. 4 I enjoy violence and mayhem a bit too much. 5 You
can't rely on me in a crisis. 6 I betrayed my brother to cultists to save my own
skin. | Tool Proficiencies: Herbalist kit"
"Destined","Equipment: A dagger, quarterstaff, or spear, a set of traveler's clothes, a memento of your
destiny (a keepsake from your betrothed, the seal of your destined office, your
family signet ring, or similar), a belt pouch containing 15 gp | Languages: One of your choice | Reputation of Opportunity: Your story precedes you, as does your quest to claim—or run away from—your
destiny. Those in positions of power, such as nobles, bureaucrats, rich
merchants, and even mercenaries and brigands, all look to either help or hinder
you, based on what they think they may get out of it. They're always willing to
meet with you briefly to see just how worthwhile such aid or interference might
be. This might mean a traveler pays for your passage on a ferry, a generous
benefactor covers your group's meals at a tavern, or a local governor invites
your adventuring entourage to enjoy a night's stay in their guest quarters.
However, the aid often includes an implied threat or request. Some might
consider delaying you as long as politely possible, some might consider taking
you prisoner for ransom or to do “what's best” for you, and others might decide
to help you on your quest in exchange for some future assistance. You're never
exactly sure of the associated “cost” of the person's aid until the moment
arrives. In the meantime, the open road awaits. | Skill Proficiencies: History, Insight | Suggested Characteristics: Destined characters might be running toward or away from destiny, but whatever
the case, their destiny has shaped them. Think about the impact of your destiny
on you and the kind of relationship you have with your destiny. Do you embrace
it? Accept it as inevitable? Or do you fight it every step of the way?

d8 Personality Trait 1 I'm eager to find this destiny and move on with the next
stage in my life. 2 I keep the fire of my hope burning bright. I'm sure this
will work out for the best. 3 Fate has a way of finding you no matter what you
do. I'm resigned to whatever they have planned for me, but I'll enjoy my time on
the way. 4 I owe it to myself or to those who helped establish this destiny. I'm
determined to follow this through to the end. 5 I don't know what this path
means for me or my future. I'm more afraid of going back to that destiny than of
seeing what's out in the world. 6 I didn't ask for this, and I don't want it.
I'm bitter that I must change my life for it. 7 Few have been chosen to complete
this lifepath, and I'm proud to be one of them. 8 Who can say how this will work
out? The world is an uncertain place, and I'll find my destiny when it finds me.

d6 Ideal 1 Inevitability. What's coming can't be stopped, and I'm dedicated to
making it happen. (Evil) 2 Tradition. I'm part of a cycle that has repeated for
generations. I can't deny that. (Any) 3 Defiance. No one can make me be
something I don't want to be. (Any) 4 Greater Good. Completing my duty ensures
the betterment of my family, community, or region. (Good) 5 Power. If I can take
this role and be successful, I'll have opportunities to do whatever I want.
(Chaotic) 6 Responsibility. It doesn't matter if I want it or not; it's what I'm
supposed to do. (Lawful)

d6 Bond 1 The true gift of my destiny is the friendships I make along the way to
it. 2 The benefits of completing this destiny will strengthen my family for
years to come. 3 Trying to alter my decision regarding my destiny is an
unthinkable affront to me. 4 How I reach my destiny is just as important as how
I accomplish my destiny. 5 People expect me to complete this task. I don't know
how I feel about succeeding or failing, but I'm committed to it. 6 Without this
role fulfilled, the people of my home region will suffer, and that's not
acceptable.

d6 Flaw 1 If you don't have a destiny, are you really special? 2 But I am the
“Chosen One.” 3 I fear commitment; that's what this boils down to in the end. 4
What if I follow through with this and I fail? 5 It doesn't matter what someone
else sacrificed for this. I only care about my feelings. 6 Occasionally—ok,
maybe “often”—I make poor decisions in life, like running from this destiny. | Tool Proficiencies: No additional tool proficiencies"
"Diplomat","A Friend in Every Port: Your reputation as a peacemaker precedes you, or people recognize your easy
demeanor, typically allowing you to attain food and lodging at a discount. In
addition, people are predisposed to warn you about dangers in a location, alert
you when a threat approaches you, or seek out your help for resolving conflicts
between locals. | Equipment: A set of fine clothes, a letter of passage from a local minor authority or
traveling papers that signify you as a traveling diplomat, and a belt pouch
containing 20 gp | Languages: Two of your choice | Skill Proficiencies: Insight, Persuasion | Suggested Characteristics: Diplomats always have kind words and encourage their companions to think
positively when encountering upsetting situations or people. Diplomats have
their limits, however, and are quick to discover when someone is negotiating in
bad faith.

d8 Personality Trait 1 I like to travel, meet new people, and learn about
different customs. 2 I intercede in minor squabbles to find common ground on all
sides. 3 I never disparage others, even when they might deserve such treatment.
4 I always try to make a new friend wherever I travel, and when I return to
those areas, I seek out my friends. 5 I have learned how to damn with faint
praise, but I only use it when someone has irked me. 6 I am not opposed to
throwing a bit of coin around to ensure a good first impression. 7 Even when
words fail at the outset, I still try to calm tempers. 8 I treat everyone as an
equal, and I encourage others to do likewise.

d6 Ideal 1 Harmony. I want everyone to get along. (Good) 2 Contractual. When I
resolve a conflict, I ensure all parties formally acknowledge the resolution.
(Lawful) 3 Selfishness. I use my way with words to benefit myself the most.
(Evil) 4 Freedom. Tyranny is a roadblock to compromise. (Chaotic) 4 Freedom.
Tyranny is a roadblock to compromise. (Chaotic) 5 Avoidance. A kind word is
preferable to the drawing of a sword. (Any) 6 Unity. It is possible to achieve a
world without borders and without conflict. (Any)

d6 Bond 1 I want to engineer a treaty with far-reaching effects in the world. 2
I am carrying out someone else's agenda and making favorable arrangements for my
benefactor. 3 A deal I brokered went sour, and I am trying to make amends for my
mistake. 4 My nation treats everyone equitably, and I'd like to bring that
enlightenment to other nations. 5 A traveling orator taught me the power of
words, and I want to emulate that person. 6 I fear a worldwide conflict is
imminent, and I want to do all I can to stop it.

d6 Flaw 1 I always start by appealing to a better nature from those I face,
regardless of their apparent hostility. 2 I assume the best in everyone, even if
I have been betrayed by that trust in the past. 3 I will stand in the way of an
ally to ensure conflicts don't start. 4 I believe I can always talk my way out
of a problem. 5 I chastise those who are rude or use vulgar language. 6 When I
feel I am on the verge of a successful negotiation, I often push my luck to
obtain further concessions. | Tool Proficiencies: No additional tool proficiencies"
"Forest Dweller","Equipment: A set of common clothes, a hunting trap, a wood staff, a whetstone, an
explorer's pack, and a pouch containing 5 gp | Forester: Your experience living, hunting, and foraging in the woods gives you a wealth of
experience to draw upon when you are traveling within a forest. If you spend 1
hour observing, examining, and exploring your surroundings while in a forest,
you are able to identify a safe location to rest. The area is protected from all
but the most extreme elements and from the nonmagical native beasts of the
forest. In addition, you are able to find sufficient kindling for a small fire
throughout the night.


LIFE-CHANGING EVENT

You have lived a simple life deep in the sheltering boughs of the forest, be it
as a trapper, farmer, or villager eking out a simple existence in the forest.
But something happened that set you on a different path and marked you for
greater things. Choose or randomly determine a defining event that caused you to
leave your home for the wider world.

d8 Event 1 You were living within the forest when cesspools of magical refuse
from a nearby city expanded and drove away the game that sustained you. You had
to move to avoid the prospect of a long, slow demise via starvation. 2 Your
village was razed by a contingent of undead. For reasons of its own, the forest
and its denizens protected and hid you from their raid. 3 A roving band of
skeletons and zombies attacked your family while you were hunting. 4 You are an
ardent believer in the preservation of the forest and the natural world. When
the people of your village abandoned those beliefs, you were cast out and
expelled into the forest. 5 You wandered into the forest as a child and became
lost. For inexplicable reasons, the forest took an interest in you. You have
faint memories of a village and have had no contact with civilization in many
years. 6 You were your village's premier hunter. They relied on you for game and
without your contributions their survival in the winter was questionable. Upon
returning from your last hunt, you found your village in ruins, as if decades
had passed overnight. 7 Your quiet, peaceful, and solitary existence has been
interrupted with dreams of the forest's destruction, and the urge to leave your
home compels you to seek answers. 8 Once in a hidden glen, you danced with
golden fey and forgotten gods. Nothing in your life since approaches that
transcendent moment, cursing you with a wanderlust to seek something that could. | Languages: Sylvan | Skill Proficiencies: Nature, Survival | Suggested Characteristics: Forest dwellers tend toward solitude, introspection, and self-sufficiency. You
keep your own council, and you are more likely to watch from a distance than get
involved in the affairs of others. You are wary, slow to trust, and cautious of
depending on outsiders.

d8 Personality Trait 1 I will never forget being hungry in the winter. I field
dress beasts that fall to blade or arrow so that I am never hungry again. 2 I
may be alone in the forest, but I am only ever lonely in cities. 3 Walking
barefoot allows me to interact more intuitively with the natural world. 4 The
road is just another kind of wall. I make my own paths and go where I will. 5
Others seek the gods in temples and shrines, but I know their will is only
revealed in the natural world, not an edifice constructed by socalled
worshippers. I pray in the woods, never indoors. 6 What you call personal
hygiene, I call an artificially imposed distraction from natural living. 7 No
forged weapon can replace the sheer joy of a kill accomplished only with hands
and teeth. 8 Time lived alone has made me accustomed to talking loudly to
myself, something I still do even when others are present.

d6 Ideal 1 Change. As the seasons shift, so too does the world around us. To
resist is futile and anathema to the natural order. (Chaotic) 2 Conservation.
All life should be preserved and, if needed, protected. (Good) 3 Acceptance. I
am a part of my forest, no different from any other flora and fauna. To think
otherwise is arrogance and folly. When I die, it will be as a leaf falling in
the woods. (Neutral) 4 Cull. The weak must be removed for the strong to thrive.
(Evil) 5 Candor. I am open, plain, and simple in life, word, and actions. (Any)
6 Balance. The forest does not lie. The beasts do not create war. Equity in all
things is the way of nature. (Neutral)

d6 Bond 1 When I lose a trusted friend or companion, I plant a tree upon their
grave. 2 The voice of the forest guides me, comforts me, and protects me. 3 The
hermit who raised me and taught me the ways of the forest is the most important
person in my life. 4 I have a wooden doll, a tiny wickerman, that I made as a
child and carry with me at all times. 5 I know the ways of civilizations rise
and fall. The forest and the Old Ways are eternal. 6 I am driven to protect the
natural order from those that would disrupt it.

d6 Flaw 1 I am accustomed to doing what I like when I like. I'm bad at
compromising, and I must exert real effort to make even basic conversation with
other people. 2 I won't harm a beast without just cause or provocation. 3 Years
of isolated living has left me blind to the nuances of social interaction. It is
a struggle not to view every new encounter through the lens of fight or flight.
4 The decay after death is merely the loam from which new growth springs—and I
enjoy nurturing new growth. 5 An accident that I caused incurred great damage
upon my forest, and, as penance, I have placed myself in self-imposed exile. 6 I
distrust the undead and the unliving, and I refuse to work with them. | Tool Proficiencies: Woodcarver's tools, Herbalism kit"
